d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A026-014,A025-A026-012,A025-A026-011,A025-009,A025-002,A026-A009-001,A026-A009-002,A026-A009-005,A025-A026-027,A026-A089-001,A026-A089-002,A025-A026-006,A026-A009-006,A025-A026-010,A026-A001-003,A026-A001-001,A026-A001-002,A026-A001-004
0001-20090804-42-954-1-2369,,,0001-20090804-42-954-1-2369,entries,954-2369,2008-08-19,manual,gj,General,42,,,,,,,,,,,,,
0001-20090804-42-954-1-2369,1,,,,,,,,,,733,交際接待費,account,debit,4429,ISO4217:JPY,2009-08-04,proposed,昼食代3名　ホテルエルディ,,,,
0001-20090804-42-954-1-2369,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090804-42-954-1-2369,2,,,,,,,,,,191,仮払消費税等,account,debit,221,ISO4217:JPY,2009-08-04,tax,,,,,
0001-20090804-42-954-1-2369,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090804-42-954-1-2369,3,,,,,,,,,,111,現金,account,credit,4650,ISO4217:JPY,2009-08-04,proposed,昼食代3名　ホテルエルディ,,,,
0001-20090804-42-954-1-2369,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-133-961-1-2383,,,0001-20090805-133-961-1-2383,entries,961-2383,2008-08-19,manual,gj,General,133,,,,,,,,,,,,,
0001-20090805-133-961-1-2383,1,,,,,,,,,,746,支払報酬,account,debit,133058,ISO4217:JPY,2009-08-05,proposed,税理士報酬,,,,
0001-20090805-133-961-1-2383,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-133-961-1-2383,2,,,,,,,,,,191,仮払消費税等,account,debit,6652,ISO4217:JPY,2009-08-05,tax,,,,,
0001-20090805-133-961-1-2383,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-133-961-1-2383,3,,,,,,,,,,131,普通預金,account,credit,139710,ISO4217:JPY,2009-08-05,proposed,税理士報酬,,,,
0001-20090805-133-961-1-2383,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-133-961-1-2383,3,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090805-19-956-1-2373,,,0001-20090805-19-956-1-2373,entries,956-2373,2008-08-19,manual,gj,General,19,,,,,,,,,,,,,
0001-20090805-19-956-1-2373,1,,,,,,,,,,726,旅費交通費,account,debit,10000,ISO4217:JPY,2009-08-05,proposed,旅費,,,,
0001-20090805-19-956-1-2373,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090805-19-956-1-2373,2,,,,,,,,,,191,仮払消費税等,account,debit,500,ISO4217:JPY,2009-08-05,tax,,,,,
0001-20090805-19-956-1-2373,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090805-19-956-1-2373,3,,,,,,,,,,111,現金,account,credit,10500,ISO4217:JPY,2009-08-05,proposed,旅費,,,,
0001-20090805-19-956-1-2373,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-57-957-1-2375,,,0001-20090805-57-957-1-2375,entries,957-2375,2008-08-19,manual,gj,General,57,,,,,,,,,,,,,
0001-20090805-57-957-1-2375,1,,,,,,,,,,726,旅費交通費,account,debit,85429,ISO4217:JPY,2009-08-05,proposed,JR代,,,,
0001-20090805-57-957-1-2375,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-57-957-1-2375,2,,,,,,,,,,191,仮払消費税等,account,debit,4271,ISO4217:JPY,2009-08-05,tax,,,,,
0001-20090805-57-957-1-2375,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-57-957-1-2375,3,,,,,,,,,,111,現金,account,credit,89700,ISO4217:JPY,2009-08-05,proposed,JR代,,,,
0001-20090805-57-957-1-2375,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-84-958-1-2377,,,0001-20090805-84-958-1-2377,entries,958-2377,2008-08-19,manual,gj,General,84,,,,,,,,,,,,,
0001-20090805-84-958-1-2377,1,,,,,,,,,,131,普通預金,account,debit,1471846,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No276株式会社　渡辺産業,,,,
0001-20090805-84-958-1-2377,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-84-958-1-2377,1,2,,,,,,,,,,,,,,,,,,account sub,50,福岡　北九州,補助科目
0001-20090805-84-958-1-2377,2,,,,,,,,,,152,売掛金,account,credit,1471846,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No276株式会社　渡辺産業,,,,
0001-20090805-84-958-1-2377,2,,,,,,,,,,,,,,,,,,,trading partner,22,㈱渡辺産業,customer
0001-20090805-84-958-1-2377,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-84-958-1-2377,3,,,,,,,,,,741,支払手数料,account,debit,450,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No276株式会社　渡辺産業,,,,
0001-20090805-84-958-1-2377,3,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090805-84-958-1-2377,4,,,,,,,,,,191,仮払消費税等,account,debit,22,ISO4217:JPY,2009-08-05,tax,,,,,
0001-20090805-84-958-1-2377,4,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090805-84-958-1-2377,5,,,,,,,,,,152,売掛金,account,credit,472,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No276株式会社　渡辺産業,,,,
0001-20090805-84-958-1-2377,5,,,,,,,,,,,,,,,,,,,trading partner,22,㈱渡辺産業,customer
0001-20090805-84-958-1-2377,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-85-959-1-2379,,,0001-20090805-85-959-1-2379,entries,959-2379,2008-08-19,manual,gj,General,85,,,,,,,,,,,,,
0001-20090805-85-959-1-2379,1,,,,,,,,,,131,普通預金,account,debit,1179627,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No277佐々木販売株式会社,,,,
0001-20090805-85-959-1-2379,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-85-959-1-2379,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090805-85-959-1-2379,2,,,,,,,,,,152,売掛金,account,credit,1179627,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No277佐々木販売株式会社,,,,
0001-20090805-85-959-1-2379,2,,,,,,,,,,,,,,,,,,,trading partner,26,佐々木販売㈱,customer
0001-20090805-85-959-1-2379,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-85-959-1-2379,3,,,,,,,,,,741,支払手数料,account,debit,450,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No277佐々木販売株式会社,,,,
0001-20090805-85-959-1-2379,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-85-959-1-2379,4,,,,,,,,,,191,仮払消費税等,account,debit,22,ISO4217:JPY,2009-08-05,tax,,,,,
0001-20090805-85-959-1-2379,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090805-85-959-1-2379,5,,,,,,,,,,152,売掛金,account,credit,472,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No277佐々木販売株式会社,,,,
0001-20090805-85-959-1-2379,5,,,,,,,,,,,,,,,,,,,trading partner,26,佐々木販売㈱,customer
0001-20090805-85-959-1-2379,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-86-960-1-2381,,,0001-20090805-86-960-1-2381,entries,960-2381,2008-08-19,manual,gj,General,86,,,,,,,,,,,,,
0001-20090805-86-960-1-2381,1,,,,,,,,,,131,普通預金,account,debit,1381317,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No278岩下物産株式会社,,,,
0001-20090805-86-960-1-2381,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090805-86-960-1-2381,1,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090805-86-960-1-2381,2,,,,,,,,,,152,売掛金,account,credit,1381317,ISO4217:JPY,2009-08-05,proposed,09年8月5日伝票No278岩下物産株式会社,,,,
0001-20090805-86-960-1-2381,2,,,,,,,,,,,,,,,,,,,trading partner,27,岩下物産㈱,customer
0001-20090805-86-960-1-2381,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090806-106-963-1-2387,,,0001-20090806-106-963-1-2387,entries,963-2387,2008-08-19,manual,gj,General,106,,,,,,,,,,,,,
0001-20090806-106-963-1-2387,1,,,,,,,,,,733,交際接待費,account,debit,36814,ISO4217:JPY,2009-08-06,proposed,お中元　五越百貨店,,,,
0001-20090806-106-963-1-2387,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-106-963-1-2387,2,,,,,,,,,,191,仮払消費税等,account,debit,1840,ISO4217:JPY,2009-08-06,tax,,,,,
0001-20090806-106-963-1-2387,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-106-963-1-2387,3,,,,,,,,,,111,現金,account,credit,48891,ISO4217:JPY,2009-08-06,proposed,お中元　五越百貨店,,,,
0001-20090806-106-963-1-2387,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090806-106-963-1-2387,4,,,,,,,,,,733,交際接待費,account,debit,9750,ISO4217:JPY,2009-08-06,proposed,お中元　阿部商店,,,,
0001-20090806-106-963-1-2387,4,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-106-963-1-2387,5,,,,,,,,,,191,仮払消費税等,account,debit,487,ISO4217:JPY,2009-08-06,tax,,,,,
0001-20090806-106-963-1-2387,5,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-110-964-1-2389,,,0001-20090806-110-964-1-2389,entries,964-2389,2008-08-19,manual,gj,General,110,,,,,,,,,,,,,
0001-20090806-110-964-1-2389,1,,,,,,,,,,726,旅費交通費,account,debit,2181,ISO4217:JPY,2009-08-06,proposed,タクシー代,,,,
0001-20090806-110-964-1-2389,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-110-964-1-2389,2,,,,,,,,,,191,仮払消費税等,account,debit,109,ISO4217:JPY,2009-08-06,tax,,,,,
0001-20090806-110-964-1-2389,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090806-110-964-1-2389,3,,,,,,,,,,111,現金,account,credit,2290,ISO4217:JPY,2009-08-06,proposed,タクシー代,,,,
0001-20090806-110-964-1-2389,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090806-156-965-1-2391,,,0001-20090806-156-965-1-2391,entries,965-2391,2008-08-19,manual,gj,General,156,,,,,,,,,,,,,
0001-20090806-156-965-1-2391,1,,,,,,,,,,726,旅費交通費,account,debit,2381,ISO4217:JPY,2009-08-06,proposed,出張旅費,,,,
0001-20090806-156-965-1-2391,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090806-156-965-1-2391,2,,,,,,,,,,191,仮払消費税等,account,debit,119,ISO4217:JPY,2009-08-06,tax,,,,,
0001-20090806-156-965-1-2391,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090806-156-965-1-2391,3,,,,,,,,,,111,現金,account,credit,2500,ISO4217:JPY,2009-08-06,proposed,出張旅費,,,,
0001-20090806-156-965-1-2391,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090806-71-962-1-2385,,,0001-20090806-71-962-1-2385,entries,962-2385,2008-08-19,manual,gj,General,71,,,,,,,,,,,,,
0001-20090806-71-962-1-2385,1,,,,,,,,,,733,交際接待費,account,debit,23048,ISO4217:JPY,2009-08-06,proposed,ゴルフプレー代2名,,,,
0001-20090806-71-962-1-2385,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090806-71-962-1-2385,2,,,,,,,,,,191,仮払消費税等,account,debit,1152,ISO4217:JPY,2009-08-06,tax,,,,,
0001-20090806-71-962-1-2385,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090806-71-962-1-2385,3,,,,,,,,,,111,現金,account,credit,24200,ISO4217:JPY,2009-08-06,proposed,ゴルフプレー代2名,,,,
0001-20090806-71-962-1-2385,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090807-10-966-1-2393,,,0001-20090807-10-966-1-2393,entries,966-2393,2008-08-19,manual,gj,General,10,,,,,,,,,,,,,
0001-20090807-10-966-1-2393,1,,,,,,,,,,740,車両費,account,debit,4023,ISO4217:JPY,2009-08-07,proposed,ガソリン代,,,,
0001-20090807-10-966-1-2393,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-10-966-1-2393,2,,,,,,,,,,191,仮払消費税等,account,debit,201,ISO4217:JPY,2009-08-07,tax,,,,,
0001-20090807-10-966-1-2393,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-10-966-1-2393,3,,,,,,,,,,111,現金,account,credit,4224,ISO4217:JPY,2009-08-07,proposed,ガソリン代,,,,
0001-20090807-10-966-1-2393,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090807-21-967-1-2395,,,0001-20090807-21-967-1-2395,entries,967-2395,2008-08-19,manual,gj,General,21,,,,,,,,,,,,,
0001-20090807-21-967-1-2395,1,,,,,,,,,,726,旅費交通費,account,debit,66191,ISO4217:JPY,2009-08-07,proposed,JR代,,,,
0001-20090807-21-967-1-2395,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-21-967-1-2395,2,,,,,,,,,,191,仮払消費税等,account,debit,3309,ISO4217:JPY,2009-08-07,tax,,,,,
0001-20090807-21-967-1-2395,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-21-967-1-2395,3,,,,,,,,,,111,現金,account,credit,69500,ISO4217:JPY,2009-08-07,proposed,JR代,,,,
0001-20090807-21-967-1-2395,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090807-22-968-1-2397,,,0001-20090807-22-968-1-2397,entries,968-2397,2008-08-19,manual,gj,General,22,,,,,,,,,,,,,
0001-20090807-22-968-1-2397,1,,,,,,,,,,726,旅費交通費,account,debit,47620,ISO4217:JPY,2009-08-07,proposed,旅費,,,,
0001-20090807-22-968-1-2397,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-22-968-1-2397,2,,,,,,,,,,191,仮払消費税等,account,debit,2380,ISO4217:JPY,2009-08-07,tax,,,,,
0001-20090807-22-968-1-2397,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090807-22-968-1-2397,3,,,,,,,,,,111,現金,account,credit,50000,ISO4217:JPY,2009-08-07,proposed,旅費,,,,
0001-20090807-22-968-1-2397,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090807-58-969-1-2399,,,0001-20090807-58-969-1-2399,entries,969-2399,2008-08-19,manual,gj,General,58,,,,,,,,,,,,,
0001-20090807-58-969-1-2399,1,,,,,,,,,,726,旅費交通費,account,debit,66667,ISO4217:JPY,2009-08-07,proposed,旅費,,,,
0001-20090807-58-969-1-2399,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090807-58-969-1-2399,2,,,,,,,,,,191,仮払消費税等,account,debit,3333,ISO4217:JPY,2009-08-07,tax,,,,,
0001-20090807-58-969-1-2399,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090807-58-969-1-2399,3,,,,,,,,,,111,現金,account,credit,70000,ISO4217:JPY,2009-08-07,proposed,旅費,,,,
0001-20090807-58-969-1-2399,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090808-149-970-1-2401,,,0001-20090808-149-970-1-2401,entries,970-2401,2008-08-19,manual,gj,General,149,,,,,,,,,,,,,
0001-20090808-149-970-1-2401,1,,,,,,,,,,733,交際接待費,account,debit,10000,ISO4217:JPY,2009-08-08,proposed,手土産代　五越百貨店,,,,
0001-20090808-149-970-1-2401,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090808-149-970-1-2401,2,,,,,,,,,,191,仮払消費税等,account,debit,500,ISO4217:JPY,2009-08-08,tax,,,,,
0001-20090808-149-970-1-2401,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090808-149-970-1-2401,3,,,,,,,,,,111,現金,account,credit,10500,ISO4217:JPY,2009-08-08,proposed,手土産代　五越百貨店,,,,
0001-20090808-149-970-1-2401,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090808-150-971-1-2403,,,0001-20090808-150-971-1-2403,entries,971-2403,2008-08-19,manual,gj,General,150,,,,,,,,,,,,,
0001-20090808-150-971-1-2403,1,,,,,,,,,,733,交際接待費,account,debit,71661,ISO4217:JPY,2009-08-08,proposed,お中元　今井百貨店,,,,
0001-20090808-150-971-1-2403,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090808-150-971-1-2403,2,,,,,,,,,,191,仮払消費税等,account,debit,3583,ISO4217:JPY,2009-08-08,tax,,,,,
0001-20090808-150-971-1-2403,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090808-150-971-1-2403,3,,,,,,,,,,111,現金,account,credit,75244,ISO4217:JPY,2009-08-08,proposed,お中元　今井百貨店,,,,
0001-20090808-150-971-1-2403,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-112-976-1-2413,,,0001-20090809-112-976-1-2413,entries,976-2413,2008-08-19,manual,gj,General,112,,,,,,,,,,,,,
0001-20090809-112-976-1-2413,1,,,,,,,,,,727,通信費,account,debit,173770,ISO4217:JPY,2009-08-09,proposed,電話代,,,,
0001-20090809-112-976-1-2413,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090809-112-976-1-2413,2,,,,,,,,,,191,仮払消費税等,account,debit,8688,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-112-976-1-2413,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090809-112-976-1-2413,3,,,,,,,,,,131,普通預金,account,credit,182458,ISO4217:JPY,2009-08-09,proposed,電話代,,,,
0001-20090809-112-976-1-2413,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-112-976-1-2413,3,2,,,,,,,,,,,,,,,,,,account sub,40,三菱東京　梅田,補助科目
0001-20090809-143-977-1-2415,,,0001-20090809-143-977-1-2415,entries,977-2415,2008-08-19,manual,gj,General,143,,,,,,,,,,,,,
0001-20090809-143-977-1-2415,1,,,,,,,,,,740,車両費,account,debit,30002,ISO4217:JPY,2009-08-09,proposed,点検作業料,,,,
0001-20090809-143-977-1-2415,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090809-143-977-1-2415,2,,,,,,,,,,191,仮払消費税等,account,debit,1500,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-143-977-1-2415,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090809-143-977-1-2415,3,,,,,,,,,,111,現金,account,credit,31502,ISO4217:JPY,2009-08-09,proposed,点検作業料,,,,
0001-20090809-143-977-1-2415,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-20-972-1-2405,,,0001-20090809-20-972-1-2405,entries,972-2405,2008-08-19,manual,gj,General,20,,,,,,,,,,,,,
0001-20090809-20-972-1-2405,1,,,,,,,,,,726,旅費交通費,account,debit,39048,ISO4217:JPY,2009-08-09,proposed,旅費,,,,
0001-20090809-20-972-1-2405,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090809-20-972-1-2405,2,,,,,,,,,,191,仮払消費税等,account,debit,1952,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-20-972-1-2405,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090809-20-972-1-2405,3,,,,,,,,,,111,現金,account,credit,41000,ISO4217:JPY,2009-08-09,proposed,旅費,,,,
0001-20090809-20-972-1-2405,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-44-973-1-2407,,,0001-20090809-44-973-1-2407,entries,973-2407,2008-08-19,manual,gj,General,44,,,,,,,,,,,,,
0001-20090809-44-973-1-2407,1,,,,,,,,,,733,交際接待費,account,debit,2705,ISO4217:JPY,2009-08-09,proposed,手土産代　エントリー,,,,
0001-20090809-44-973-1-2407,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-44-973-1-2407,2,,,,,,,,,,191,仮払消費税等,account,debit,135,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-44-973-1-2407,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-44-973-1-2407,3,,,,,,,,,,111,現金,account,credit,2840,ISO4217:JPY,2009-08-09,proposed,手土産代　エントリー,,,,
0001-20090809-44-973-1-2407,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-46-974-1-2409,,,0001-20090809-46-974-1-2409,entries,974-2409,2008-08-19,manual,gj,General,46,,,,,,,,,,,,,
0001-20090809-46-974-1-2409,1,,,,,,,,,,740,車両費,account,debit,3298,ISO4217:JPY,2009-08-09,proposed,レーダー代,,,,
0001-20090809-46-974-1-2409,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-46-974-1-2409,2,,,,,,,,,,191,仮払消費税等,account,debit,164,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-46-974-1-2409,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-46-974-1-2409,3,,,,,,,,,,111,現金,account,credit,7879,ISO4217:JPY,2009-08-09,proposed,レーダー代,,,,
0001-20090809-46-974-1-2409,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090809-46-974-1-2409,4,,,,,,,,,,740,車両費,account,debit,4207,ISO4217:JPY,2009-08-09,proposed,ガソリン代,,,,
0001-20090809-46-974-1-2409,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-46-974-1-2409,5,,,,,,,,,,191,仮払消費税等,account,debit,210,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-46-974-1-2409,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-76-975-1-2411,,,0001-20090809-76-975-1-2411,entries,975-2411,2008-08-19,manual,gj,General,76,,,,,,,,,,,,,
0001-20090809-76-975-1-2411,1,,,,,,,,,,724,福利厚生費,account,debit,33762,ISO4217:JPY,2009-08-09,proposed,社員夜食代,,,,
0001-20090809-76-975-1-2411,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-76-975-1-2411,2,,,,,,,,,,191,仮払消費税等,account,debit,1688,ISO4217:JPY,2009-08-09,tax,,,,,
0001-20090809-76-975-1-2411,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090809-76-975-1-2411,3,,,,,,,,,,322,未払金,account,credit,35450,ISO4217:JPY,2009-08-09,proposed,社員夜食代,,,,
0001-20090809-76-975-1-2411,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090810-129-991-1-2443,,,0001-20090810-129-991-1-2443,entries,991-2443,2008-08-19,manual,gj,General,129,,,,,,,,,,,,,
0001-20090810-129-991-1-2443,1,,,,,,,,,,747,地代家賃,account,debit,380000,ISO4217:JPY,2009-08-10,proposed,家賃支払い,,,,
0001-20090810-129-991-1-2443,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090810-129-991-1-2443,2,,,,,,,,,,191,仮払消費税等,account,debit,19000,ISO4217:JPY,2009-08-10,tax,,,,,
0001-20090810-129-991-1-2443,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090810-129-991-1-2443,3,,,,,,,,,,131,普通預金,account,credit,399000,ISO4217:JPY,2009-08-10,proposed,家賃支払い,,,,
0001-20090810-129-991-1-2443,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090810-129-991-1-2443,3,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090810-135-992-1-2445,,,0001-20090810-135-992-1-2445,entries,992-2445,2008-08-19,manual,gj,General,135,,,,,,,,,,,,,
0001-20090810-135-992-1-2445,1,,,,,,,,,,301,支払手形,account,debit,1379646,ISO4217:JPY,2009-08-10,proposed,手形期日落日　チェック,,,,
0001-20090810-135-992-1-2445,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090810-135-992-1-2445,2,,,,,,,,,,121,当座預金,account,credit,1379646,ISO4217:JPY,2009-08-10,proposed,手形期日落日　チェック,,,,
0001-20090810-135-992-1-2445,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090810-135-992-1-2445,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090810-148-993-1-2447,,,0001-20090810-148-993-1-2447,entries,993-2447,2008-08-19,manual,gj,General,148,,,,,,,,,,,,,
0001-20090810-148-993-1-2447,1,,,,,,,,,,740,車両費,account,debit,3755,ISO4217:JPY,2009-08-10,proposed,ガソリン代,,,,
0001-20090810-148-993-1-2447,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090810-148-993-1-2447,2,,,,,,,,,,191,仮払消費税等,account,debit,187,ISO4217:JPY,2009-08-10,tax,,,,,
0001-20090810-148-993-1-2447,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
