Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Purchase,54,PUR_Invoices_Received,6,Invoice_Type_Name,String,%80s,"The name of the invoice type. The invoices are classified according to business content. EXAMPLE Purchase invoice, purchase bill, payable adjustment and other payable.",1,,,,BBIE,ADC_ Invoice Received. Invoice Type. Name,ADC,Invoice Received,,Invoice Type,,Name,,,0,1,
Purchase,54,PUR_Invoices_Received,7,Invoice_Date,Date,%10c,"The date of the invoice, regardless of the date the invoice is created. This is the date from which the due date is calculated based on the invoice terms.",1,,,,BBIE,ADC_ Invoice Received. Invoice. Date,ADC,Invoice Received,,Invoice,,Date,,,0,1,
Purchase,54,PUR_Invoices_Received,8,Invoice_Due_Date,Date,%10c,"The date that payment is due to the supplier. Not all transactions will have a due date; for example, credit memos. Aging of a payable is usually calculated based on this date.",1,,,,BBIE,ADC_ Invoice Received. Invoice Due. Date,ADC,Invoice Received,,Invoice Due,,Date,,,0,1,
Purchase,54,PUR_Invoices_Received,9,Supplier_Account_ID,String,%100s,The unique identifier for the supplier to whom payment is due or from whom unused credits have been applied. Typically autogenerated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,1,REF,Supplier_Account_ID,BAS_Supplier,RFBIE,ADC_ Invoice Received. Related. ADC_ Supplier,ADC,Invoice Received,,Related,,,ADC,Supplier,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""
Purchase,54,PUR_Invoices_Received,10,Settlement_Organization_Code,String,%25s,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Invoice Received. Settlement Organization. ADC_ Business Segment,ADC,Invoice Received,,Settlement Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,54,PUR_Invoices_Received,11,Settlement_Method_Code,String,%60s,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",1,REF,Settlement_Method_Code,BAS_Settlement_Method,RFBIE,ADC_ Invoice Received. Settlement Method. ADC_ Settlement Method,ADC,Invoice Received,,Settlement Method,,,ADC,Settlement Method,0,1,
Purchase,54,PUR_Invoices_Received,12,Invoice_Transaction_Amount,Decimal,%22.4f,The transaction monetary amount of an invoice.,1,,,,BBIE,ADC_ Invoice Received. Invoice. Transaction_ Amount,ADC,Invoice Received,,Invoice,Transaction,Amount,,,0,1,
Purchase,54,PUR_Invoices_Received,14,Payment_Term_Code,String,%80s,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",1,REF,Payment_Term_Code,BAS_Payment_Term,RFBIE,ADC_ Invoice Received. Payment Term. ADC_ Payment Term,ADC,Invoice Received,,Payment Term,,,ADC,Payment Term,0,1,
Purchase,54,PUR_Invoices_Received,15,Terms_Discount_Percentage,Decimal,%5.4f,"The discount percentage can be provided if an invoice is paid before a certain number of days. In the flat file, terms are represented as integers to decimal. EXAMPLE 10% would be represented as 0.10.",2,,,,BBIE,ADC_ Invoice Received. Terms Discount. Percentage,ADC,Invoice Received,,Terms Discount,,Percentage,,,0,1,gl-cor:terms
Purchase,54,PUR_Invoices_Received,16,Terms_Discount_Days,Integer,%6d,The number of days from the invoice date the supplier allows customer to take advantage of discounted terms. Terms are represented as integers with no decimal places. EXAMPLE 10 days would be represented as 10.,2,,,,BBIE,ADC_ Invoice Received. Terms Discount Days. Numeric,ADC,Invoice Received,,Terms Discount Days,,Numeric,,,0,1,See description for field
Purchase,54,PUR_Invoices_Received,17,Terms_Due_Days,Integer,%6d,The number of days allowed that the customer has to meet the obligation before an invoice becomes overdue.,2,,,,BBIE,ADC_ Invoice Received. Terms Due Days. Numeric,ADC,Invoice Received,,Terms Due Days,,Numeric,,,0,1,See description for field; explicit in gl-cor:maturityDate
Purchase,54,PUR_Invoices_Received,18,,,,,1,,,,ASBIE,ADC_ Invoice Received. Recorded. ADC_ User Activity,ADC,Invoice Received,,Recorded,,,ADC,User Activity,0,n,
Purchase,54,PUR_Invoices_Received,27,Grouping_Code,String,%100s,"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in certain ERP systems.",2,,,,BBIE,ADC_ Invoice Received. Grouping. Code,ADC,Invoice Received,,Grouping,,Code,,,0,1,gl-bus:batchID
Purchase,54,PUR_Invoices_Received,29,,,,,1,,,,ASBIE,ADC_ Invoice Received. Charged. ADC_ Transaction Tax,ADC,Invoice Received,,Charged,,,ADC,Transaction Tax,0,n,
Purchase,54,PUR_Invoices_Received,36,Status,String,%30s,"The status of the received invoice. EXAMPLE New, save, submit, approved and frozen.",2,,,,BBIE,ADC_ Invoice Received. Status,ADC,Invoice Received,,Status,,Text,,,0,1,
Purchase,54,PUR_Invoices_Received,37,Remark,String,%500s,Freeform text description.,2,,,,BBIE,ADC_ Invoice Received. Remark,ADC,Invoice Received,,Remark,,Text,,,0,1,gl-cor:entryComment
Purchase,54,PUR_Invoices_Received,38,,,,,1,,,,ASBIE,ADC_ Invoice Received. X. ADC_ Business Segment,ADC,Invoice Received,,X,,,ADC,Business Segment,0,n,
Purchase,54,PUR_Invoices_Received,39,,,,,,,,,ASBIE,ADC_ Invoice Received. Lines. ADC_ Invoice Received Line,ADC,Invoice Received,,Lines,,,ADC,Invoice Received Line,1,n,
Purchase,55,PUR_Invoices_Received_Details,0,,,,"Line item details for invoices are contained in Table 114. Each line includes invoice line information on specific materials, measurement unit, price per unit, invoice amount, currency type, tax type code, and tax amount. The file will record for each invoice line item.",,,,,ABIE,ADC_ Invoice Received Line. Details,ADC,Invoice Received Line,,,,,,,,,
Purchase,55,PUR_Invoices_Received_Details,2,Invoice_Line_ID,String,%60s,The unique identifier for a received invoice line. Typically autogenerated by the system.,1,PK,,,IDBIE,ADC_ Invoice Received Line. ID,ADC,Invoice Received Line,,Identification,,Identifier,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,55,PUR_Invoices_Received_Details,3,Invoice_Line_Number,String,%10s,The number of a received invoice line. This number is generated either by manual input or by the system.,2,,,,BBIE,ADC_ Invoice Received Line. Invoice Line Number. Code,ADC,Invoice Received Line,,Invoice Line Number,,Code,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,4,Purchase_Order_ID,String,%100s,The unique identifier for the purchase order. Typically autogenerated by the system. May be set to NULL if no transaction related purchase order. Otherwise shall match the Purchase_Order_ID in the PUR_Orders_Details table.,1,REF,Purchase_Order_ID,PUR_Orders_Details,RFBIE,ADC_ Invoice Received Line. Originating. ADC_ Purchase Order,ADC,Invoice Received Line,,Originating,,,ADC,Purchase Order,0,1,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""order-customer"" * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
Purchase,55,PUR_Invoices_Received_Details,5,Purchase_Order_Line_ID,String,%60s,The unique identifier for a purchase order line. Typically auto-generated by the system. May be set to NULL if no transaction related purchase order. Otherwise shall match the Purchase_Order_Line_ID in the PUR_Orders_Details table.,1,REF,Purchase_Order_Line_ID,PUR_Orders_Details,RFBIE,ADC_ Invoice Received Line. Corresponding. ADC_ Purchase Order Line,ADC,Invoice Received Line,,Corresponding,,,ADC,Purchase Order Line,0,1,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
Purchase,55,PUR_Invoices_Received_Details,6,,String,%75s,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Invoice Received Line. Corresponding. ADC_ Product,ADC,Invoice Received Line,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
Purchase,55,PUR_Invoices_Received_Details,7,Invoice_Quantity,Decimal,%22.4f,The quantity recorded in the invoice by the measurement unit.,1,,,,BBIE,ADC_ Invoice Received Line. Purchase_ Quantity. ADC_ Measurement Quantity,ADC,Invoice Received Line,Purchase,Quantity,,Quantity,ADC,Measurement Quantity,0,1,
Purchase,55,PUR_Invoices_Received_Details,9,Basic_UOM_Quantity,Decimal,%22.4f,The quantity of the materials in received invoice by the basic measurement unit.,1,,,,BBIE,ADC_ Invoice Received Line. Basic_ Quantity. ADC_ Measurement Quantity,ADC,Invoice Received Line,Basic,Quantity,,Quantity,ADC,Measurement Quantity,0,1,
Purchase,55,PUR_Invoices_Received_Details,11,Tax_Exclude_Unit_Price,Decimal,%22.8f,The unit price (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Invoice Received Line. Tax Exclude Unit Price. Amount,ADC,Invoice Received Line,,Tax Exclude Unit Price,,Amount,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,12,Tax_Include_Unit_Price,Decimal,%22.8f,The unit price (including tax) in transaction currency.,1,,,,BBIE,ADC_ Invoice Received Line. Tax Include Unit Price. Amount,ADC,Invoice Received Line,,Tax Include Unit Price,,Amount,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,13,Tax_Exclude_Amount,Decimal,%22.4f,The amount (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Invoice Received Line. Tax Exclude. Amount,ADC,Invoice Received Line,,Tax Exclude,,Amount,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,14,Tax_Include_Amount,Decimal,%22.4f,The amount (including tax) in transaction currency.,1,,,,BBIE,ADC_ Invoice Received Line. Tax Include. Amount,ADC,Invoice Received Line,,Tax Include,,Amount,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,15,Invoice_Line_TRX_Amount,Decimal,%22.4f,The transaction monetary amount in transaction currency.,1,,,,BBIE,ADC_ Invoice Received Line. Amount,ADC,Invoice Received Line,,Amount,Transaction,Amount,,,0,1,
Purchase,55,PUR_Invoices_Received_Details,16,Grouping_Code,String,%100s,"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in certain ERP systems.",2,,,,BBIE,ADC_ Invoice Received Line. Grouping. Code,ADC,Invoice Received Line,,Grouping,,Code,,,0,1,gl-bus:batchID
Purchase,55,PUR_Invoices_Received_Details,18,,,,,1,,,,ASBIE,ADC_ Invoice Received Line. Charged. ADC_ Transaction Tax,ADC,Invoice Received Line,,Charged,,,ADC,Transaction Tax,0,n,
Purchase,55,PUR_Invoices_Received_Details,25,GL_Line_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Invoice Received Line. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Invoice Received Line,Debit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
Purchase,55,PUR_Invoices_Received_Details,26,GL_Line_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Invoice Received Line. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Invoice Received Line,Credit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"
Purchase,55,PUR_Invoices_Received_Details,35,,,,,1,,,,ASBIE,ADC_ Invoice Received Line. X. ADC_ Business Segment,ADC,Invoice Received Line,,X,,,ADC,Business Segment,0,n,
Purchase,56,PUR_Materials_Received,0,,,,"Summary information for shipments and shipment adjustments received against purchase orders during the period under review is contained in Table 116. Materials received are included in the threeway match procedures, which control the decision process for AP entries. Each line includes receipt ID and Number, receipt date, receipt amount, supplier information and currency type. The file will record for each receipt.",,,,,ABIE,ADC_ Material Received. Details,ADC,Material Received,,,,,,,,,
Purchase,56,PUR_Materials_Received,1,Receipt_ID,String,%100s,The unique identifier for the shipment receipt. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Material Received. ID,ADC,Material Received,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,56,PUR_Materials_Received,2,Receipt_Number,String,%100s,The number of the receipt. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Material Received. Receipt Number. Code,ADC,Material Received,,Receipt Number,,Code,,,0,1,
Purchase,56,PUR_Materials_Received,5,Receipt_Organization_Code,String,%25s,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Material Received. Receipt Organization. ADC_ Business Segment,ADC,Material Received,,Receipt Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
