No,mnodule,class_id,attr_id,Trype,Level,Card,Oject Class term (entity),Property term (attribute),Representation term,Associated class,Referenced Class,(domain),Tag,Description,Ref. Object Class,Ref. Property
1033,Purchase,PR58,11,BBIE,2,0..1,Purchase Contract Details,Tax Exclude Amount,Monatary Amount,,,AMOUNT,TaxExclAmt,Amount (excluding tax) in transaction currency.,,
1034,Purchase,PR58,12,BBIE,2,0..1,Purchase Contract Details,Tax Include Amount,Monatary Amount,,,AMOUNT,TaxInclAmt,Amount (including tax) in transaction currency.,,
1035,Purchase,PR58,13,BBIE,2,0..1,Purchase Contract Details,Due Date,Date,,,DATE,DueDt,"Last requested delivery of the products or materials.When an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch.",,
1036,Purchase,PR58,14,BBIE,2,0..1,Purchase Contract Details,Status,Code,,,STATUS CODE,Stat,"Status of the contract.EXAMPLE   New, save, submit, frozen.",,
1037,Purchase,PR58,PR59,ASBIE,2,0..4,Purchase Contract Details,Specified,,Tax,,,Tax,Tax information.,,
1038,Purchase,PR59,01,RFBIE,3,0..1,Tax,Tax Type Code,,,Tax Type,TAX TYPE CODE,TaxTypCd,The code of Tax type. Shall match the Tax_Type_Code [TaxTypCd] in the BAS_Tax_Type [BasTaxTyp] table.,BAS TAX TYPE,Tax Type Code
1039,Purchase,PR59,02,BBIE,3,0..1,Tax,Tax Transaction Amount,Monatary Amount,,,AMOUNT,TaxTrAmt,The amount of Tax included in the transaction. Recorded in transaction currency.,,
1040,Purchase,PR58,PR60,ASBIE,2,0..n,Purchase Contract Details,Specified,,Business Segment,,,BusSg,Contains associated Business Segment information.,,
1041,Purchase,PR60,01,BBIE,3,0..1,Business Segment,Sequence Number,Code,,,TEXT 60,SqNr,Number or text to keep the Business Segments in a predefined order.,,
1042,Purchase,PR60,02,RFBIE,3,0..1,Business Segment,Business Segment Code,,,Business Segment,IDENTIFIER 25,BusSgCd,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,BAS BUSINESS SEGMENT,Business Segment Code
1043,Purchase,PR03,,ABIE,0,--,Purchase Order,,,,,,PurOrd,"Contains summary information of purchase orders placed during the period under review. Purchase orders are included in the three-way match procedures, which control the decision process for AP entries.",,
1044,Purchase,PR03,01,BBIE,1,1..1,Purchase Order,Order ID,Identifier,,,IDENTIFIER 100,OrdId,Unique identifier for the order.Typically auto-generated by the system.,,
1045,Purchase,PR03,02,BBIE,1,0..1,Purchase Order,Order Number,Code,,,IDENTIFIER 100,OrdNr,Number of the order.This number is generated either by manual input or generated by the system.,,
1046,Purchase,PR03,03,RFBIE,1,0..1,Purchase Order,Fiscal Year,,,Accounting Period,YEAR IDENTIFIER,FiscYr,"Fiscal year in which the Order_Date [OrdDt] occurs.The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD from ISO 8601-1.Shall match the Fiscal_Year [FiscYr] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Fiscal Year
1047,Purchase,PR03,04,RFBIE,1,0..1,Purchase Order,Accounting Period,,,Accounting Period,PERIOD IDENTIFIER,AcntingPer,"Accounting period in which the Order_Date [OrdDt] occurs.EXAMPLE   W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, from any beginning date to any ending date.Shall match the Accounting_Period [AcntingPer] in the BAS_Accounting_Period [BasAcntingPer] table.",BAS ACCOUNTING PERIOD,Accounting Period
1048,Purchase,PR03,05,BBIE,1,0..1,Purchase Order,Order Type Name,Text,,,TEXT 80,OrdTypNm,"Name of the order type in sales or purchase activities.The types of sales orders are usually allocated by users of the system according to different business needs.EXAMPLE   Some enterprises are configured as non-contract orders, trial orders, factory orders and store orders.EXAMPLE   Ordinary purchasing, outsourcing parts, process outsourcing.",,
1049,Purchase,PR03,06,BBIE,1,0..1,Purchase Order,Order Date,Date,,,DATE,OrdDt,"Date of the purchase order and date of signing of the sales order.It is the effective date of the order, not the system created date. The order of a certain period is counted based on the effective date.",,
1050,Purchase,PR03,07,RFBIE,1,0..1,Purchase Order,Organization Code,,,Business Segment,IDENTIFIER 25,OrgCd,Unique code of the sales of purchase organization that signed the order.Shall match the Business_Segment_Code [BusSgCd] in the BAS_Business_Segment [BasBusSg] table.,BAS BUSINESS SEGMENT,Business Segment Code
1051,Purchase,PR03,08,RFBIE,1,0..1,Purchase Order,Purchaser ID,,,Employee,IDENTIFIER 60,PrchsrId,Code of the person who was responsible for purchase orders.Shall match the Employee_ID [EmpId] in the BAS_Employee [BasEmp] table.,BAS EMPLOYEE,Employee ID
1052,Purchase,PR03,09,RFBIE,1,0..1,Purchase Order,Supplier Account ID,,,Supplier,IDENTIFIER 100,SuplAcntId,Unique identifier for the supplier account in the purchase order. Typically auto-generated by the system.Shall match the Supplier_Account_ID [SuplAcntId] in the BAS_Supplier [BasSupl] table.,BAS SUPPLIER,Supplier Account ID
1053,Purchase,PR03,10,RFBIE,1,0..1,Purchase Order,Settlement Method Code,,,Settlement Method,IDENTIFIER 60,SetlMthdCd,"Code value or indicator for the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier.EXAMPLE   Check, wire transfer, cash.Shall match the Settlement_Method_Code [SetlMthdCd] in the BAS_Settlement_Method [BasSetlMthd] table.",BAS SETTLEMENT METHOD,Settlement Method Code
1054,Purchase,PR03,11,RFBIE,1,0..1,Purchase Order,Payment Term Code,,,Payment Term,PAYMENT TERM CODE,PayTermCd,"Code for the payment term.EXAMPLE   Cash on delivery, payment 30 days after delivery date.Shall match the Payment_Term_Code [PayTermCd] in the BAS_Payment_Term [BasPayTerm] table.",BAS PAYMENT TERM,Payment Term Code
1055,Purchase,PR03,12,BBIE,1,0..1,Purchase Order,Order Transaction Amount,Monatary Amount,,,AMOUNT,OrdTrAmt,Transaction monetary amount recorded in transaction currency.,,
1056,Purchase,PR03,13,RFBIE,1,0..1,Purchase Order,Order Transaction Currency Code,,,Currency,CURRENCY CODE,OrdTrCurCd,Transactional currency specified in the order (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,,
1057,Purchase,PR03,14,BBIE,1,0..1,Purchase Order,Status,Code,,,STATUS CODE,Stat,"Status of the order.EXAMPLE   The order has been shipped (goods on the way), the order has been collected, the order has been completed.EXAMPLE   New, save, submit, approved, frozen.",,
1058,Purchase,PR03,15,BBIE,1,0..1,Purchase Order,Remark,Text,,,TEXT 500,Rmrk,Free-form text description.,,
1059,Purchase,PR03,PR61,ASBIE,1,0..1,Purchase Order,Specified,,Created,,,Crea,Information about the data that was created into the system.,,
1060,Purchase,PR61,01,RFBIE,2,0..1,Created,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1061,Purchase,PR61,02,BBIE,2,0..1,Created,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1062,Purchase,PR61,03,BBIE,2,0..1,Created,Time,Time,,,TIME,Tm,The time of activity.,,
1063,Purchase,PR03,PR62,ASBIE,1,0..1,Purchase Order,Specified,,Approved,,,Aprv,Information about the data was approved within the system.,,
1064,Purchase,PR62,01,RFBIE,2,0..1,Approved,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1065,Purchase,PR62,02,BBIE,2,0..1,Approved,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1066,Purchase,PR62,03,BBIE,2,0..1,Approved,Time,Time,,,TIME,Tm,The time of activity.,,
1067,Purchase,PR03,PR63,ASBIE,1,0..1,Purchase Order,Specified,,Last Modified,,,LstMdf,Information about the data was  last modified within the system.,,
1068,Purchase,PR63,01,RFBIE,2,0..1,Last Modified,User ID,,,User,IDENTIFIER 25,UserId,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,BAS USER,User ID
1069,Purchase,PR63,02,BBIE,2,0..1,Last Modified,Date,Date,,,DATE,Dt,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",,
1070,Purchase,PR63,03,BBIE,2,0..1,Last Modified,Time,Time,,,TIME,Tm,The time of activity.,,
1071,Purchase,PR03,PR64,ASBIE,1,0..n,Purchase Order,Specified,,Business Segment,,,BusSg,Contains associated Business Segment information.,,
1072,Purchase,PR64,01,BBIE,2,0..1,Business Segment,Sequence Number,Code,,,TEXT 60,SqNr,Number or text to keep the Business Segments in a predefined order.,,
1073,Purchase,PR64,02,RFBIE,2,0..1,Business Segment,Business Segment Code,,,Business Segment,IDENTIFIER 25,BusSgCd,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,BAS BUSINESS SEGMENT,Business Segment Code
1074,Purchase,PR03,PR65,ASBIE,1,1..n,Purchase Order,Specified,,Purchase Order Details,,,PurOrdDtls,"Contains line item details for purchase orders. Each line includes material, quantity, due date, price per unit, trading amount, recipient and settlement organization. Multiple types of materials may be presented in one purchase order.",,
1075,Purchase,PR65,01,RFBIE,2,1..1,Purchase Order Details,Order ID,,,Purchase Order,IDENTIFIER 100,OrdId,Unique identifier for the order.Typically auto-generated by the system.Shall match the Order_ID [OrdId] in the Order table.,PUR ORDER,Order ID
1076,Purchase,PR65,02,BBIE,2,1..1,Purchase Order Details,Order Line ID,Identifier,,,IDENTIFIER 60,OrdLnId,Unique identifier for a order line.Typically auto-generated by the system.,,
1077,Purchase,PR65,03,BBIE,2,0..1,Purchase Order Details,Order Line Number,Code,,,TEXT 10,OrdLnNr,Number of the order line.This number is either generated by manual input or generated by the system.,,
1078,Purchase,PR65,04,RFBIE,2,0..1,Purchase Order Details,Contract ID,,,Purchase Contract,IDENTIFIER 60,ContrId,Unique identifier for the contract.Typically auto-generated by the system.May be set to NULL if there is no contract.Otherwise shall match the Contract_ID [ContrId] in the Contract_Details table.,PUR CONTRACT,Contract ID
1079,Purchase,PR65,05,RFBIE,2,0..1,Purchase Order Details,Contract Line ID,,,Purchase Contract Details,IDENTIFIER 60,ContrLnId,The unique identifier for a contract line. Typically auto generated by the system. Shall match the Contract_Line_ID [ContrLnId] in the  Contracts_Details table.,PUR CONTRACT DETAILS,Contract Line ID
1080,Purchase,PR65,06,RFBIE,2,0..1,Purchase Order Details,Requisition ID,,,Purchase Requisition,IDENTIFIER 60,RqstnId,Unique identifier for the material purchase requisition.Typically autogenerated by the system.May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_ID [RqstnId] in the PUR_Requisitions [PurRqstn] table.,PUR REQUISITION,Requisition ID
1081,Purchase,PR65,07,RFBIE,2,0..1,Purchase Order Details,Requisition Line ID,,,Purchase Requisition Details,IDENTIFIER 60,RqstnLnId,Unique identifier for a material purchase requisition line. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a seperate row.Typically auto-generated by the system.May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_Line_ID [RqstnLnId] in the PUR_Requisitions_Details [PurRqstnDtls] table.,PUR REQUISITION DETAILS,Requisition Line ID
1082,Purchase,PR65,08,RFBIE,2,0..1,Purchase Order Details,Settlement Organization Code,,,Business Segment,IDENTIFIER 25,SetlOrgCd,"Unique code of the settlement organization.Both parties have settlement unit code, which is used to identify an organization for a sales order settlement.Shall match the Business_Segment_Code [BusSgCd] in the BAS_Business_Segment [BasBusSg] table.",BAS BUSINESS SEGMENT,Business Segment Code
1083,Purchase,PR65,09,RFBIE,2,0..1,Purchase Order Details,Receipt Organization Code,,,Business Segment,IDENTIFIER 25,RcptOrgCd,"Unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization.Shall match the Business_Segment_Code [BusSgCd] in the BAS_Business_Segment [BasBusSg] table.",BAS BUSINESS SEGMENT,Business Segment Code
1084,Purchase,PR65,10,RFBIE,2,0..1,Purchase Order Details,Project ID,,,Project,IDENTIFIER 60,ProjId,Unique identifier for the project.Typically auto-generated by the system. Shall match the Project_ID [ProjId] in the BAS_Project [BasProj] table.,BAS PROJECT,Project ID
1085,Purchase,PR65,11,BBIE,2,0..1,Purchase Order Details,Due Date,Date,,,DATE,DueDt,"Last requested delivery of products. When an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch.",,
1086,Purchase,PR65,12,BBIE,2,0..1,Purchase Order Details,Basic UOM Quantity,Quantity,,,QUANTITY,BasicUomQt,Quantity by basic measurement unit.,,
1087,Purchase,PR65,13,RFBIE,2,0..1,Purchase Order Details,Basic UOM Code,,,Measurement Unit,MEASUREMENT UNIT CODE,BasicUomCd,"Code for the basic measurement unit in the order, which cannot be further seperated. Shall match the UOM_Code [UomCd] in the BAS_Measurement_Unit [BasMeaUnit] table.",BAS MEASUREMENT UNIT,UOM Code
1088,Purchase,PR65,14,BBIE,2,0..1,Purchase Order Details,Order Line Quantity,Quantity,,,QUANTITY,OrdLnQt,Quantity of the order line by the measurement unit in the order line.,,
1089,Purchase,PR65,15,RFBIE,2,0..1,Purchase Order Details,Order Line UOM Code,,,Measurement Unit,MEASUREMENT UNIT CODE,OrdLnUomCd,Code for the measurement unit in the order line.Shall match the UOM_Code [UomCd] in the BAS_Measurement_Unit [BasMeaUnit] table. ,BAS MEASUREMENT UNIT,UOM Code
1090,Purchase,PR65,16,BBIE,2,0..1,Purchase Order Details,Tax Exclude Unit Price,Unit Price Amount,,,PRICE,TaxExclUnitPrice,Unit price (excluding tax) in the transaction currency.,,
1091,Purchase,PR65,17,BBIE,2,0..1,Purchase Order Details,Tax Include Unit Price,Unit Price Amount,,,PRICE,TaxInclUnitPrice,Unit price (including tax) in the transaction currency.,,
1092,Purchase,PR65,18,BBIE,2,0..1,Purchase Order Details,Tax Exclude Amount,Monatary Amount,,,AMOUNT,TaxExclAmt,Amount (excluding tax) in the transaction currency.,,
1093,Purchase,PR65,19,BBIE,2,0..1,Purchase Order Details,Tax Include Amount,Monatary Amount,,,AMOUNT,TaxInclAmt,Amount (including tax) in the transaction currency.,,
1094,Purchase,PR65,20,RFBIE,2,0..1,Purchase Order Details,Product ID,,,Inventory Product,IDENTIFIER 75,PrdctId,Unique identifier for the product.Typically auto-generated by the system.Shall match the Inventory_Product_ID [InvPrdctId] in the INV_Product [InvPrdct] table.,INV PRODUCT,Inventory Product ID
1095,Purchase,PR65,21,BBIE,2,0..1,Purchase Order Details,Order Line Transaction Amount,Monatary Amount,,,AMOUNT,OrdLnTrAmt,Transaction currency amount of the order line.,,
1096,Purchase,PR65,22,BBIE,2,0..1,Purchase Order Details,Status,Code,,,STATUS CODE,Stat,"Status of the contract line.This describes changes in the execution of the contract line item. Different states will affect the execution and control of the business.EXAMPLE   Termination, frozen, closed.",,
1097,Purchase,PR65,PR66,ASBIE,2,0..4,Purchase Order Details,Specified,,Tax,,,Tax,Tax information.,,
1098,Purchase,PR66,01,RFBIE,3,0..1,Tax,Tax Type Code,,,Tax Type,TAX TYPE CODE,TaxTypCd,The code of Tax type. Shall match the Tax_Type_Code [TaxTypCd] in the BAS_Tax_Type [BasTaxTyp] table.,BAS TAX TYPE,Tax Type Code
1099,Purchase,PR66,02,BBIE,3,0..1,Tax,Tax Transaction Amount,Monatary Amount,,,AMOUNT,TaxTrAmt,The amount of Tax included in the transaction. Recorded in transaction currency.,,
1100,Purchase,PR65,PR67,ASBIE,2,0..n,Purchase Order Details,Specified,,Business Segment,,,BusSg,Contains associated Business Segment information.,,
