d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A027-002,I,A026-A076-001,A026-A076-002,A026-A076-003,A025-A001-001,A025-A001-002,A025-A001-003,P,Q,R,S,A026-014,A026-012,A026-011,A025-009,A025-002,Y,A026-003,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-013,AM,A026-010,A026-A001-001,A026-A001-002,A026-A001-003,A026-A001-004,
0001-20090902-19-1176-1-2813,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090902-19-1176-1-2813,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,16870,ISO4217:JPY,2009-09-02,proposed,CashHand,旅費,,,,,
0001-20090902-19-1176-1-2813,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090902-57-1177-1-2815,,,,entries,1177-2815,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,57,standard,,,,,,,,,,,,,,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,84648,ISO4217:JPY,2009-09-02,proposed,TravelingExpense,JR代,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4232,ISO4217:JPY,2009-09-02,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,88880,ISO4217:JPY,2009-09-02,proposed,CashHand,JR代,,,,,
0001-20090902-57-1177-1-2815,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090902-70-1178-1-2817,,,,entries,1178-2817,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,70,standard,,,,,,,,,,,,,,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,791,Miscellaneous expenses,account,,,,debit,1076,ISO4217:JPY,2009-09-02,proposed,MiscellaneousExpense,お茶代,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,53,ISO4217:JPY,2009-09-02,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,1129,ISO4217:JPY,2009-09-02,proposed,CashHand,お茶代,,,,,
0001-20090902-70-1178-1-2817,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090902-76-1179-1-2819,,,,entries,1179-2819,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,76,standard,,,,,,,,,,,,,,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,724,Welfare expense,account,,,,debit,53334,ISO4217:JPY,2009-09-02,proposed,WelfareExpense,制服代,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2666,ISO4217:JPY,2009-09-02,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,322,Credit card accounts payable,account,,,,credit,56000,ISO4217:JPY,2009-09-02,proposed,AccountsPayableOther,制服代,,,,,
0001-20090902-76-1179-1-2819,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090902-94-1180-1-2821,,,,entries,1180-2821,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,94,standard,,,,,,,,,,,,,,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,791,Miscellaneous expenses,account,,,,debit,758,ISO4217:JPY,2009-09-02,proposed,MiscellaneousExpense,洗剤他,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,37,ISO4217:JPY,2009-09-02,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,795,ISO4217:JPY,2009-09-02,proposed,CashHand,洗剤他,,,,,
0001-20090902-94-1180-1-2821,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090903-134-1188-1-2837,,,,entries,1188-2837,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,134,standard,,,,,,,,,,,,,,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,754,Office consumables expenses,account,,,,debit,13048,ISO4217:JPY,2009-09-03,proposed,StationeryExpense,用紙,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,652,ISO4217:JPY,2009-09-03,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,13700,ISO4217:JPY,2009-09-03,proposed,CashHand,用紙,,,,,
0001-20090903-134-1188-1-2837,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090903-18-1185-1-2831,,,,entries,1185-2831,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,18,standard,,,,,,,,,,,,,,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,15981,ISO4217:JPY,2009-09-03,proposed,TravelingExpense,旅費,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,799,ISO4217:JPY,2009-09-03,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,16780,ISO4217:JPY,2009-09-03,proposed,CashHand,旅費,,,,,
0001-20090903-18-1185-1-2831,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090903-50-1186-1-2833,,,,entries,1186-2833,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,50,standard,,,,,,,,,,,,,,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,572,ISO4217:JPY,2009-09-03,proposed,VehiclesExpense,駐車代,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,28,ISO4217:JPY,2009-09-03,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,600,ISO4217:JPY,2009-09-03,proposed,CashHand,駐車代,,,,,
0001-20090903-50-1186-1-2833,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090903-69-1187-1-2835,,,,entries,1187-2835,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:22,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,69,standard,,,,,,,,,,,,,,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,791,Miscellaneous expenses,account,,,,debit,1146,ISO4217:JPY,2009-09-03,proposed,MiscellaneousExpense,ティッシュ代,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,57,ISO4217:JPY,2009-09-03,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,1203,ISO4217:JPY,2009-09-03,proposed,CashHand,ティッシュ代,,,,,
0001-20090903-69-1187-1-2835,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090904-147-1190-1-2841,,,,entries,1190-2841,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:23,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,147,standard,,,,,,,,,,,,,,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,65162,ISO4217:JPY,2009-09-04,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3258,ISO4217:JPY,2009-09-04,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,322,Credit card accounts payable,account,,,,credit,68420,ISO4217:JPY,2009-09-04,proposed,AccountsPayableOther,ガソリン代,,,,,
0001-20090904-147-1190-1-2841,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,,,,entries,1189-2839,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:23,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,16,standard,,,,,,,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,530,ISO4217:JPY,2009-09-04,proposed,VehiclesExpense,駐車代,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,26,ISO4217:JPY,2009-09-04,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,6804,ISO4217:JPY,2009-09-04,proposed,CashHand,駐車代,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,5951,ISO4217:JPY,2009-09-04,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,297,ISO4217:JPY,2009-09-04,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090904-16-1189-1-2839,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,,,,entries,1194-2849,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:23,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,142,standard,,,,,,,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,7290,ISO4217:JPY,2009-09-05,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,364,ISO4217:JPY,2009-09-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,12854,ISO4217:JPY,2009-09-05,proposed,CashHand,ガソリン代,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,1905,ISO4217:JPY,2009-09-05,proposed,VehiclesExpense,洗車代,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,95,ISO4217:JPY,2009-09-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,3048,ISO4217:JPY,2009-09-05,proposed,VehiclesExpense,駐車代,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,152,ISO4217:JPY,2009-09-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090905-142-1194-1-2849,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,,,,entries,1191-2843,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:23,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,91,standard,,,,,,,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,783819,ISO4217:JPY,2009-09-05,proposed,OrdinaryDeposit,09年9月5日伝票No299株式会社　渡辺産業,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Kitakyushu,50,Sub account,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,783819,ISO4217:JPY,2009-09-05,proposed,AccountsReceivableTradeGross,09年9月5日伝票No299株式会社　渡辺産業,22,㈱渡辺産業,,customer,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,450,ISO4217:JPY,2009-09-05,proposed,CommissionExpense,09年9月5日伝票No299株式会社　渡辺産業,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,22,ISO4217:JPY,2009-09-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,472,ISO4217:JPY,2009-09-05,proposed,AccountsReceivableTradeGross,09年9月5日伝票No299株式会社　渡辺産業,22,㈱渡辺産業,,customer,
0001-20090905-91-1191-1-2843,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,,,,entries,1192-2845,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:23,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,92,standard,,,,,,,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,902654,ISO4217:JPY,2009-09-05,proposed,OrdinaryDeposit,09年9月5日伝票No300佐々木販売株式会社,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mizuho Bank Head Office,20,Sub account,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,902654,ISO4217:JPY,2009-09-05,proposed,AccountsReceivableTradeGross,09年9月5日伝票No300佐々木販売株式会社,26,佐々木販売㈱,,customer,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,450,ISO4217:JPY,2009-09-05,proposed,CommissionExpense,09年9月5日伝票No300佐々木販売株式会社,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,22,ISO4217:JPY,2009-09-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,472,ISO4217:JPY,2009-09-05,proposed,AccountsReceivableTradeGross,09年9月5日伝票No300佐々木販売株式会社,26,佐々木販売㈱,,customer,
0001-20090905-92-1192-1-2845,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
