d_A025,d_A026,d_A001,A026-A076-001,A026-A076-002,A026-014,A026-012,A026-011,A025-009,A026-A009-001,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-010,A026-A001-001,A026-A001-002,A026-A001-003
0001-20090831-124-1157-1-2775,17,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3693,ISO4217:JPY,2009-08-31,,,,
0001-20090831-124-1157-1-2775,17,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-124-1157-1-2775,18,,,,,,,,312,Accounts payable,account,,,,credit,77565,ISO4217:JPY,2009-08-31,09年8月1日～09年8月31日分仕入,,,
0001-20090831-124-1157-1-2775,18,,,,,,,,,,,,,,,,,,,2,㈱Pole,trading partner
0001-20090831-124-1157-1-2775,18,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-125-1158-1-2777,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-125-1158-1-2777,1,,,,,,,,541,Product purchase amount,account,,,,debit,57456,ISO4217:JPY,2009-08-31,09年8月1日～09年8月31日分仕入,,,
0001-20090831-125-1158-1-2777,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-125-1158-1-2777,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2872,ISO4217:JPY,2009-08-31,,,,
0001-20090831-125-1158-1-2777,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-125-1158-1-2777,3,,,,,,,,312,Accounts payable,account,,,,credit,60328,ISO4217:JPY,2009-08-31,09年8月1日～09年8月31日分仕入,,,
0001-20090831-125-1158-1-2777,3,,,,,,,,,,,,,,,,,,,2,㈱Pole,trading partner
0001-20090831-125-1158-1-2777,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-126-1159-1-2779,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-126-1159-1-2779,1,,,,,,,,312,Accounts payable,account,,,,debit,1318601,ISO4217:JPY,2009-08-31,09年8月31日伝票No206株式会社　Pole,,,
0001-20090831-126-1159-1-2779,1,,,,,,,,,,,,,,,,,,,2,㈱Pole,trading partner
0001-20090831-126-1159-1-2779,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-126-1159-1-2779,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1318601,ISO4217:JPY,2009-08-31,09年8月31日伝票No206株式会社　Pole,,,
0001-20090831-126-1159-1-2779,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-126-1159-1-2779,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-127-1160-1-2781,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-127-1160-1-2781,1,,,,,,,,312,Accounts payable,account,,,,debit,3841014,ISO4217:JPY,2009-08-31,09年8月31日伝票No210小藤丸株式会社,,,
0001-20090831-127-1160-1-2781,1,,,,,,,,,,,,,,,,,,,5,小藤丸㈱,trading partner
0001-20090831-127-1160-1-2781,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-127-1160-1-2781,2,,,,,,,,301,Bills payable,account,,,,credit,3841014,ISO4217:JPY,2009-08-31,09年8月31日伝票No210小藤丸株式会社,,,
0001-20090831-127-1160-1-2781,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-128-1161-1-2783,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-128-1161-1-2783,1,,,,,,,,312,Accounts payable,account,,,,debit,3639444,ISO4217:JPY,2009-08-31,09年8月31日伝票No211株式会社　サンセット,,,
0001-20090831-128-1161-1-2783,1,,,,,,,,,,,,,,,,,,,7,㈱ｻﾝｾｯﾄ,trading partner
0001-20090831-128-1161-1-2783,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-128-1161-1-2783,2,,,,,,,,131,Ordinary deposit,account,,,,credit,3639444,ISO4217:JPY,2009-08-31,09年8月31日伝票No211株式会社　サンセット,,,
0001-20090831-128-1161-1-2783,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-128-1161-1-2783,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-129-1162-1-2785,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-129-1162-1-2785,1,,,,,,,,312,Accounts payable,account,,,,debit,1819272,ISO4217:JPY,2009-08-31,09年8月31日伝票No212斉藤産業株式会社,,,
0001-20090831-129-1162-1-2785,1,,,,,,,,,,,,,,,,,,,9,斉藤産業㈱,trading partner
0001-20090831-129-1162-1-2785,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-129-1162-1-2785,2,,,,,,,,301,Bills payable,account,,,,credit,1819272,ISO4217:JPY,2009-08-31,09年8月31日伝票No212斉藤産業株式会社,,,
0001-20090831-129-1162-1-2785,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-130-1163-1-2787,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-130-1163-1-2787,1,,,,,,,,312,Accounts payable,account,,,,debit,3148603,ISO4217:JPY,2009-08-31,09年8月31日伝票No214鈴木販売株式会社,,,
0001-20090831-130-1163-1-2787,1,,,,,,,,,,,,,,,,,,,10,鈴木販売㈱,trading partner
0001-20090831-130-1163-1-2787,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-130-1163-1-2787,2,,,,,,,,301,Bills payable,account,,,,credit,3148603,ISO4217:JPY,2009-08-31,09年8月31日伝票No214鈴木販売株式会社,,,
0001-20090831-130-1163-1-2787,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-131-1164-1-2789,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-131-1164-1-2789,1,,,,,,,,312,Accounts payable,account,,,,debit,336571,ISO4217:JPY,2009-08-31,09年8月31日伝票No215株式会社　有江,,,
0001-20090831-131-1164-1-2789,1,,,,,,,,,,,,,,,,,,,12,㈱有江,trading partner
0001-20090831-131-1164-1-2789,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-131-1164-1-2789,2,,,,,,,,131,Ordinary deposit,account,,,,credit,336571,ISO4217:JPY,2009-08-31,09年8月31日伝票No215株式会社　有江,,,
0001-20090831-131-1164-1-2789,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-131-1164-1-2789,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-132-1165-1-2791,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-132-1165-1-2791,1,,,,,,,,312,Accounts payable,account,,,,debit,1239760,ISO4217:JPY,2009-08-31,09年8月31日伝票No216ナカムラ産業株式会社,,,
0001-20090831-132-1165-1-2791,1,,,,,,,,,,,,,,,,,,,13,ﾅｶﾑﾗ産業㈱,trading partner
0001-20090831-132-1165-1-2791,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-132-1165-1-2791,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1239760,ISO4217:JPY,2009-08-31,09年8月31日伝票No216ナカムラ産業株式会社,,,
0001-20090831-132-1165-1-2791,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-132-1165-1-2791,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-133-1166-1-2793,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-133-1166-1-2793,1,,,,,,,,312,Accounts payable,account,,,,debit,2953512,ISO4217:JPY,2009-08-31,09年8月31日伝票No217合同会社　ウェスト,,,
0001-20090831-133-1166-1-2793,1,,,,,,,,,,,,,,,,,,,14,(同)ｳｪｽﾄ,trading partner
0001-20090831-133-1166-1-2793,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-133-1166-1-2793,2,,,,,,,,131,Ordinary deposit,account,,,,credit,2953512,ISO4217:JPY,2009-08-31,09年8月31日伝票No217合同会社　ウェスト,,,
0001-20090831-133-1166-1-2793,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-133-1166-1-2793,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-134-1167-1-2795,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-134-1167-1-2795,1,,,,,,,,312,Accounts payable,account,,,,debit,1178376,ISO4217:JPY,2009-08-31,09年8月31日伝票No218株式会社　はなまる商事,,,
0001-20090831-134-1167-1-2795,1,,,,,,,,,,,,,,,,,,,15,㈱はなまる商事,trading partner
0001-20090831-134-1167-1-2795,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-134-1167-1-2795,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1178376,ISO4217:JPY,2009-08-31,09年8月31日伝票No218株式会社　はなまる商事,,,
0001-20090831-134-1167-1-2795,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-134-1167-1-2795,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-135-1168-1-2797,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-135-1168-1-2797,1,,,,,,,,121,Checking account,account,,,,debit,13987871,ISO4217:JPY,2009-08-31,手形満期　今井百貨店,,,
0001-20090831-135-1168-1-2797,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-135-1168-1-2797,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-135-1168-1-2797,2,,,,,,,,150,Bills recivable,account,,,,credit,13987871,ISO4217:JPY,2009-08-31,手形満期　今井百貨店,,,
0001-20090831-135-1168-1-2797,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-136-1169-1-2799,1,,,,,,,,301,Bills payable,account,,,,debit,3467360,ISO4217:JPY,2009-08-31,手形期日落日　小藤丸,,,
0001-20090831-136-1169-1-2799,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,2,,,,,,,,121,Checking account,account,,,,credit,3467360,ISO4217:JPY,2009-08-31,手形期日落日　小藤丸,,,
0001-20090831-136-1169-1-2799,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,3,,,,,,,,301,Bills payable,account,,,,debit,1744898,ISO4217:JPY,2009-08-31,手形期日落日　斉藤産業,,,
0001-20090831-136-1169-1-2799,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,4,,,,,,,,121,Checking account,account,,,,credit,1744898,ISO4217:JPY,2009-08-31,手形期日落日　斉藤産業,,,
0001-20090831-136-1169-1-2799,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-136-1169-1-2799,4,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-141-1170-1-2801,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-141-1170-1-2801,1,,,,,,,,131,Ordinary deposit,account,,,,debit,40000,ISO4217:JPY,2009-08-31,貸付金返済,,,
0001-20090831-141-1170-1-2801,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-141-1170-1-2801,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-141-1170-1-2801,2,,,,,,,,183,Short-term loans receivables,account,,,,credit,40000,ISO4217:JPY,2009-08-31,貸付金返済,,,
0001-20090831-141-1170-1-2801,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-142-1171-1-2803,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-142-1171-1-2803,1,,,,,,,,148,Fixed deposit,account,,,,debit,500000,ISO4217:JPY,2009-08-31,定期積立金,,,
0001-20090831-142-1171-1-2803,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-142-1171-1-2803,2,,,,,,,,131,Ordinary deposit,account,,,,credit,625000,ISO4217:JPY,2009-08-31,定期積立金,,,
0001-20090831-142-1171-1-2803,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-142-1171-1-2803,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-142-1171-1-2803,3,,,,,,,,248,Insurance reserve fund,account,,,,debit,125000,ISO4217:JPY,2009-08-31,Insurance reserve fund,,,
0001-20090831-142-1171-1-2803,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-143-1172-1-2805,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-143-1172-1-2805,1,,,,,,,,321,Short-term borrowing,account,,,,debit,653500,ISO4217:JPY,2009-08-31,借入金返済,,,
0001-20090831-143-1172-1-2805,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-143-1172-1-2805,2,,,,,,,,121,Checking account,account,,,,credit,686175,ISO4217:JPY,2009-08-31,借入金返済,,,
0001-20090831-143-1172-1-2805,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-143-1172-1-2805,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-143-1172-1-2805,3,,,,,,,,821,Interest expense,account,,,,debit,32675,ISO4217:JPY,2009-08-31,利息,,,
0001-20090831-143-1172-1-2805,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-145-1173-1-2807,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-145-1173-1-2807,1,,,,,,,,731,Fare,account,,,,debit,119453,ISO4217:JPY,2009-08-31,Fare,,,
0001-20090831-145-1173-1-2807,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-145-1173-1-2807,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,5972,ISO4217:JPY,2009-08-31,,,,
0001-20090831-145-1173-1-2807,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-145-1173-1-2807,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,125425,ISO4217:JPY,2009-08-31,運賃,,,
0001-20090831-145-1173-1-2807,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-36-1132-1-2725,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-36-1132-1-2725,1,,,,,,,,731,Fare,account,,,,debit,1618610,ISO4217:JPY,2009-08-31,Fare　ヤマト運輸,,,
0001-20090831-36-1132-1-2725,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-36-1132-1-2725,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,80930,ISO4217:JPY,2009-08-31,,,,
0001-20090831-36-1132-1-2725,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-36-1132-1-2725,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,2662090,ISO4217:JPY,2009-08-31,運賃　ヤマト運輸,,,
0001-20090831-36-1132-1-2725,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-36-1132-1-2725,4,,,,,,,,731,Fare,account,,,,debit,916715,ISO4217:JPY,2009-08-31,Fare　佐川急便,,,
0001-20090831-36-1132-1-2725,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-36-1132-1-2725,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,45835,ISO4217:JPY,2009-08-31,,,,
0001-20090831-36-1132-1-2725,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-40-1133-1-2727,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-40-1133-1-2727,1,,,,,,,,732,Advertising expense,account,,,,debit,47620,ISO4217:JPY,2009-08-31,広告掲載,,,
0001-20090831-40-1133-1-2727,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-40-1133-1-2727,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2380,ISO4217:JPY,2009-08-31,,,,
0001-20090831-40-1133-1-2727,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-40-1133-1-2727,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,50000,ISO4217:JPY,2009-08-31,広告掲載,,,
0001-20090831-40-1133-1-2727,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-63-1134-1-2729,1,,,,,,,,326,Deposit,account,,,,debit,700982,ISO4217:JPY,2009-08-31,保険料預かり分,,,
0001-20090831-63-1134-1-2729,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1411641,ISO4217:JPY,2009-08-31,保険料預かり分,,,
0001-20090831-63-1134-1-2729,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,3,,,,,,,,723,Statutory welfare expenses,account,,,,debit,111192,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,4,,,,,,,,723,Statutory welfare expenses,account,,,,debit,216077,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,5,,,,,,,,723,Statutory welfare expenses,account,,,,debit,94847,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,6,,,,,,,,723,Statutory welfare expenses,account,,,,debit,92652,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,7,,,,,,,,723,Statutory welfare expenses,account,,,,debit,119974,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,8,,,,,,,,723,Statutory welfare expenses,account,,,,debit,66245,ISO4217:JPY,2009-08-31,Insurance fee　事業主負担分,,,
0001-20090831-63-1134-1-2729,8,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,9,,,,,,,,723,Statutory welfare expenses,account,,,,debit,9672,ISO4217:JPY,2009-08-31,児童拠出金　事業主負担分,,,
0001-20090831-63-1134-1-2729,9,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,10,,,,,,,,752,Insurance fee,account,,,,debit,81000,ISO4217:JPY,2009-08-31,Insurance fee,,,
0001-20090831-63-1134-1-2729,10,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,11,,,,,,,,131,Ordinary deposit,account,,,,credit,81000,ISO4217:JPY,2009-08-31,保険料,,,
0001-20090831-63-1134-1-2729,11,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-63-1134-1-2729,11,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-66-1135-1-2731,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-66-1135-1-2731,1,,,,,,,,744,Lease fee,account,,,,debit,199858,ISO4217:JPY,2009-08-31,Lease fee,,,
0001-20090831-66-1135-1-2731,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-66-1135-1-2731,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,9992,ISO4217:JPY,2009-08-31,,,,
0001-20090831-66-1135-1-2731,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-66-1135-1-2731,3,,,,,,,,131,Ordinary deposit,account,,,,credit,209850,ISO4217:JPY,2009-08-31,リース料,,,
0001-20090831-66-1135-1-2731,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-66-1135-1-2731,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-72-1136-1-2733,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-72-1136-1-2733,1,,,,,,,,752,Insurance fee,account,,,,debit,62000,ISO4217:JPY,2009-08-31,Insurance fee,,,
0001-20090831-72-1136-1-2733,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-72-1136-1-2733,2,,,,,,,,131,Ordinary deposit,account,,,,credit,62000,ISO4217:JPY,2009-08-31,保険料,,,
0001-20090831-72-1136-1-2733,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-72-1136-1-2733,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-73-1137-1-2735,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-73-1137-1-2735,1,,,,,,,,752,Insurance fee,account,,,,debit,57000,ISO4217:JPY,2009-08-31,Insurance fee支払い,,,
0001-20090831-73-1137-1-2735,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-73-1137-1-2735,2,,,,,,,,131,Ordinary deposit,account,,,,credit,57000,ISO4217:JPY,2009-08-31,保険料支払い,,,
0001-20090831-73-1137-1-2735,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-73-1137-1-2735,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-75-1138-1-2737,1,,,,,,,,737,Supplies expense,account,,,,credit,281109,ISO4217:JPY,2009-08-31,Supplies expense　Department配賦,,,
0001-20090831-75-1138-1-2737,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,2,,,,,,,,737,Supplies expense,account,,,,debit,30921,ISO4217:JPY,2009-08-31,,,,
0001-20090831-75-1138-1-2737,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,3,,,,,,,,737,Supplies expense,account,,,,debit,134935,ISO4217:JPY,2009-08-31,,,,
0001-20090831-75-1138-1-2737,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,4,,,,,,,,737,Supplies expense,account,,,,debit,28110,ISO4217:JPY,2009-08-31,,,,
0001-20090831-75-1138-1-2737,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,5,,,,,,,,737,Supplies expense,account,,,,debit,67466,ISO4217:JPY,2009-08-31,,,,
0001-20090831-75-1138-1-2737,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-75-1138-1-2737,6,,,,,,,,737,Supplies expense,account,,,,debit,19677,ISO4217:JPY,2009-08-31,,,,
0001-20090831-75-1138-1-2737,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-77-1139-1-2739,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-77-1139-1-2739,1,,,,,,,,731,Fare,account,,,,debit,138734,ISO4217:JPY,2009-08-31,Fare,,,
0001-20090831-77-1139-1-2739,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-77-1139-1-2739,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,6936,ISO4217:JPY,2009-08-31,,,,
0001-20090831-77-1139-1-2739,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-77-1139-1-2739,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,145670,ISO4217:JPY,2009-08-31,運賃,,,
0001-20090831-77-1139-1-2739,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-83-1140-1-2741,1,,,,,,,,740,Vehicle costs,account,,,,debit,40477,ISO4217:JPY,2009-08-31,車両管理費,,,
0001-20090831-83-1140-1-2741,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2023,ISO4217:JPY,2009-08-31,,,,
0001-20090831-83-1140-1-2741,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,3,,,,,,,,111,Cash,account,,,,credit,42500,ISO4217:JPY,2009-08-31,車両管理費,,,
0001-20090831-83-1140-1-2741,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,4,,,,,,,,322,Credit card accounts payable,account,,,,debit,7936710,ISO4217:JPY,2009-08-31,7月分支払,,,
0001-20090831-83-1140-1-2741,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,5,,,,,,,,131,Ordinary deposit,account,,,,credit,7936710,ISO4217:JPY,2009-08-31,7月分支払,,,
0001-20090831-83-1140-1-2741,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-83-1140-1-2741,5,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-94-1141-1-2743,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090831-94-1141-1-2743,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,4905,ISO4217:JPY,2009-08-31,お茶代他,,,
0001-20090831-94-1141-1-2743,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-94-1141-1-2743,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,245,ISO4217:JPY,2009-08-31,,,,
0001-20090831-94-1141-1-2743,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090831-94-1141-1-2743,3,,,,,,,,111,Cash,account,,,,credit,5150,ISO4217:JPY,2009-08-31,お茶代他,,,
0001-20090831-94-1141-1-2743,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-56-1174-1-2809,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090901-56-1174-1-2809,1,,,,,,,,726,Travel expenses,account,,,,debit,29505,ISO4217:JPY,2009-09-01,旅費,,,
0001-20090901-56-1174-1-2809,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-56-1174-1-2809,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1475,ISO4217:JPY,2009-09-01,,,,
0001-20090901-56-1174-1-2809,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-56-1174-1-2809,3,,,,,,,,111,Cash,account,,,,credit,30980,ISO4217:JPY,2009-09-01,旅費,,,
0001-20090901-56-1174-1-2809,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-84-1175-1-2811,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090901-84-1175-1-2811,1,,,,,,,,726,Travel expenses,account,,,,debit,4953,ISO4217:JPY,2009-09-01,ＪＲ代,,,
0001-20090901-84-1175-1-2811,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-84-1175-1-2811,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,247,ISO4217:JPY,2009-09-01,,,,
0001-20090901-84-1175-1-2811,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090901-84-1175-1-2811,3,,,,,,,,111,Cash,account,,,,credit,5200,ISO4217:JPY,2009-09-01,ＪＲ代,,,
